label,tweet
POSITIVE,Keywords in RahulGandhi speech Jobs farmers education security keywords in narendramodi speech Pakistan hindu muslim 70yrs #ThinkBeforeYouVote #CongressManifesto
POSITIVE,Guys 1st tym voters in #Wayanad are extremely excited to cast their vote 4 CP RahulGandhi amp grateful that out of 543 RG chose Wayanad as his Loksabha Seat apart from Amethi Big WIN 4m #Wayanad is waiting for Congress President Listen to the GENext
NEUTRAL,RAHUL GANDHI would be prime minister of India PriyanakaGandhi ShashiTharoor sushmitadevmp AditiSinghINC NPatnaikOdisha RabiDasOdisha
NEUTRAL,Bhai tum apna knowledge badhao tweet karne ke pahle tum ab kahin ke nahi rahe ArvindKejriwal ke Rahne ka asar hai
POSITIVE,A corrupt who is out on bail will do nothing He will make money through corruption and deposit at Switzerland instead make insult the corrupted dynasty persons vested interest media friends are protecting and advertising for themshameshame
NEUTRAL,Tu to kaaliye chup hi kar bc sharm nahin aati gaali khaate bsdk padi dandi lena koi samajhdari nahin hoti
POSITIVE,Let us see how it plays out Bit dicey of course
POSITIVE,NATION HAS NOT FORGOTTEN the Sedition Charge against RahulGandhi who lauded #TukdeTukdeGang in their attempt 2 conspire agitation in #JNU campus with antiIndia slogans #CongressManifesto claiming students rights act will only flame riots amp rebels in name of freedom of speech at Jaypee Institute of Information Technology University
NEUTRAL,Right
NEUTRAL,RahulGandhi Aur khud ke upar chalte huwe sare mamlo ki file band Ye bhi likhwana tha narendramodi
POSITIVE,Peaceful nature of #pappu RahulGandhi family nature
NEGATIVE,But Rahul Gandhi to bol rahe hai Gairb pe war If you dont believe listen his press conference again
NEGATIVE,Lier Anil Ambani become a defaulter during Modi tenure Unnecessary attacking one individual business He dont have courage to talk about Mukesh Bhai
NEUTRAL,Ayyo innu ee kann Alli enen nodbeko en sadane madidale avlu Bari Modi na troll madode avl sadane
NEUTRAL,Drive Left towards TMC
NEUTRAL,Pandhi na Melei ki basichiau kahuchi aa
POSITIVE,RahulGandhi office0ffRG rahulgandhi2020 SoniaGandhi congress SoniaGOfficial priyankagandhi WithPGV INCIndia vidyarthee Welcome massive Vachan commitment through party manifesto Very positive related to people of country is historical manifestoBut its organisation
POSITIVE,kabhi nahi rahul gandhi khan aur congress party walo ki jhooth bolane ki adat pade gai hai 2019vote for modi lao desh bachao #jaiHind bande materam
NEUTRAL,RahulGandhi rssurjewala TarunPant14 priyankac19 priyankagandhi httpswwwpscptvwb3MeLTFvUEtMWUpyZXdnamR8MXluS09PTVZSQVhLUt5Zf0SaA1uuT82a6woH87AvXSTvfH7Mhjla255v5mwt36s
NEGATIVE,Amethi constituency Muslims form 20 of the electoral he did nothing for them or overall development after losing smritiirani has done more work in 5 years than 15 years sitting MP RahulGandhi he Wasted time amp Trust Is #Wayanad is foolish
NEUTRAL,Business men kisan ka karz maafi hua he
POSITIVE,Please inform the progress of earlier manifesto
POSITIVE,RahulGandhi thank you for #CONGRESSManifesto It clearly tells voters why not to vote for INCIndia and if voted to power how the country will be ruined by nonsense freebies and senseless schemes
NEUTRAL,What to do sir effect of Sahavasa dhosam Mingling with pappu
NEGATIVE,Recommending Capital punishment for S 4 of POCSO RahulGandhi priyankagandhi manickamtagore jothims
NEUTRAL,Esa ku6 vi nhi kr payenge
NEGATIVE,RahulGandhi HEY IMMETURED FELLOW RAGUL GANDHI YOUR DEALINGS ARE DISLIKED BY INDIAS BECAUSE YOU SUPPORT PAKISTAN AND TERROISTTHIS IS YOUR NATURE BECAUSE INDIRA MARRIED A MUSLIM TERRORIST SO RAJIVRAGUL ALL YOUR FAMILY PAKISTANI BLOODGETOUT INDIA
NEUTRAL,INCIndia RahulGandhi Congress ka panja desh pe khatea desh drohi ke jalse jawans chahe jitne mare satta ke liye kuch bhi karenge chahe Kashmir me ek aur PM bhi de de Congress ka panja desk ke liye khatra
POSITIVE,The truth WILL OUT AAMAADMIPARTY JOINAAP
NEUTRAL,Dialogue is only possible if stone pelting all terrorist activities are stopped for 3 years All separatist Netas should be hanged or sent Pakistan Kashmir is part of India Like #Nehru his great grandson #RahulGandhi INCIndia president is trying to sell #Kashmir to #Pakistan
NEGATIVE,Doubt if Rahul Gandhi ji has read the manifesto Whatever the agency published amp handed over to him he released with a scripted speech drafted by the same agency who made it
POSITIVE,But ECISVEEP doesnt find anything wrong as far as its BJPigs Former Navy Chief Admiral L Ramdas writes to EC against myogiadityanaths Modiji ki sena comment we the armed forces of the country owe our allegiance only to the Constitution of India he said JoinAAP
NEUTRAL,BJP4India narendramodi INCIndia jkpdp MehboobaMufti RahulGandhi If BJP demolish Article 370 then my and my family vote to BJP for forever #VandeMataram
NEGATIVE,But Rahul Gandhi has just made a statement that he makes promises that he can keep Be it Congress or BJP or any other party what they achieve in reality is nowhere close to whats promised on the manifestos For voters its about choosing the bad from the worse unfortunately
NEUTRAL,Deshdrohi kanun khatm kero gey hum congres ko khatam ker denge
POSITIVE,Yes sir and thats why this abrogatory #art370 needs to be abolished and same is being apposed by mehbooba and threatning to quit india and reply by PayalRohatgi was to this threat Those opposing should leave kashmir is what she said Point madei am happy
NEUTRAL,These three issues do not arise if opposition is not BJP BJP is the primary target but LDF and UDF are main opposition there
NEGATIVE,We do not want the most eligible bachlor RahulGandhi as the PM of one of the oldest civilization We require more young bloods who are way away for dirty politics
NEUTRAL,First you become a hindu by ur aatma
NEUTRAL,Why is he running to waynad
NEGATIVE,This is precisely the reason Nation will never vote for Congress 60 years of UPA scam corruption lies and deceit to citizens of India We have seen your action plan for last 70 years and its huge lost opportunity for this Nation priyankac19 priyankagandhi TejasviSurya
POSITIVE,RahulGandhi dont you get tired As much as you people are trying to make fool to common people by spreading hatress for Narendra Bhai Modi We are liking him more He is fit for our country INCIndia BJP4India
POSITIVE,No surpriseif Congressi will win LS 2019 then what OmarAbdullah told yesterday Congressi will deliver to that Can Indian will go to RahulGandhi amp his alliance NC that demanded separate PM for JampK #CongressRevokeAFSPA
NEUTRAL,RSSorg RakeshSinha01 INCIndia INCIndiaLive RahulGandhi priyankagandhi priyankac19 Charanssapra narendramodi
NEGATIVE,INCIndia manifesto promises to fill 4 lakh Central Government job vacancies RahulGandhi claims to fill 22 lakh job vacancies HOW BIG LIER IS RAHUL GANDHI FAKE FAKE CONGRESS #CongressManifesto
NEUTRAL,Isnt This Double Game RahulGandhi ArvindKejriwal
NEGATIVE,Shame shame shame shame shame shame shame on Rahul Gandhi CONGRESS PROMISES TO DIVIDE INDIA THEY WANT TO ABOLISH SEDITION LAW AND ACCEPT ARTICLE 370 A BIG NO TO CONGRESS
POSITIVE,RahulGandhi 1 2 3 4 10 Anil Anil Anil Anil Anil Raat mein sapne mein bhi ata hogaa Anil Rs 30000 crore PHD Scholar I am surprised that none of these journalist have the intelligence to ask which 30000 crores
POSITIVE,JobsNyaya good but y talk about AFSPA dialogue wid separatists etc in d manifesto allow BJP 2 bring nationalism in focus RahulGandhi
NEUTRAL,Lets do this in a debate I am game
NEGATIVE,INCIndiaLive has no manifesto if one has read BJP4India manifesto then whatever is written on it the RahulGandhi will do the opposite irrespective of its merit demerit etc Hence no need to read #BharatBoleModiModi
NEUTRAL,rahul gandhi 2019 httpswwwyoutubecomwatchvPe6SO8753zE
POSITIVE,Wo Court me case karke g nai fad dega fir fine kon dega isliye uska name nai Leta
NEGATIVE,RahulGandhi Possibility of cong heading govt even with allies is remote what is d use of a manifesto It could have carried some weight if it was a manifesto of prepoll alliance Post poll alliance is a fraud on nation amp mockery of democracy as deals amp dealers come in to play
NEUTRAL,Is it make any difference
POSITIVE,We will introduce 2 important things for farmers an exclusive budget for farmers and decriminalisation of nonpayment of farm loans Congress President RahulGandhi #CongressManifesto2019 TarunPant14 priyankagandhi sonamJain001
NEGATIVE,RahulGandhi has stolen money from people and given it to irobertvadra priyankagandhi #May23WithTimesNow
NEUTRAL,narendramodi BJP4India AmitShah myogiadityanath RahulGandhi priyankagandhi aniljaindr INCIndia rameshbidhuri mukeshrajputmp
NEGATIVE,Cowardice or a well thought of strategy cant say but personally I am against anybody contesting from 2 seats You are bound to dump your voters and that is awful
NEGATIVE,Why did no journo ask #OutOnBail RahulGandhi about National Herald IncomeTax Chori 100 crs Robber Vadra Rajeev Saxena Deepak Talwar Agusta Westland Christian Michel #CongressManifesto CNBCTV18Live CNNIBNLive news18dotcom NewsX abpnewstv ZeeNews Republic
POSITIVE,Abe gadhe Sudhirtumhe pata hai smart cities kaise bante hai Just putting a point in manifesto will not make any difference till you make fundamental changes in local governing bodiesIndia needs local people to run metro cities
NEUTRAL,hum nibhaege
NEUTRAL,Revocation of AFSPA from kashmir the brainchild of Chidambaram to add any vote bankrather nail into our coffin in Kashmir rest of India RahulGandhi #CongressManifesto2019 need review kcvenugopalmp StateTimes DailyExcelsior1 republic
NEUTRAL,RahulGandhi INCIndia manakgupta sudhirchaudhary
NEGATIVE,Why did no journo ask #OutOnBail RahulGandhi about National Herald IncomeTax Chori 100 crs Robber Vadra Rajeev Saxena Deepak Talwar Agusta Westland Christian Michel #CongressManifesto navikakumar RShivshankar PadmajaJoshi fayedsouza republic RepublicBharat
NEGATIVE,#CongressManifesto2019 When we started this process about a year back i gave two instructions 1 This manifesto shouldnt be prepared in closed rooms have multiple consultations with various stakeholders 2 Absolutely nothing in the manifesto should be a lie RahulGandhi
POSITIVE,#CongressManifesto2019 The Congress Party is proud to announce we have launched our 2019 Manifesto for the ensuing Lok Sabha elections Find it here httpwwwmanifestoincin #CongressManifesto2019 TarunPant14 INCIndia RahulGandhi
NEGATIVE,Why did no journo ask #OutOnBail RahulGandhi about National Herald IncomeTax Chori 100 crs Robber Vadra Rajeev Saxena Deepak Talwar Agusta Westland Christian Michel #CongressManifesto sunetrac Nidhi ShekharGupta VishnuNDTV vikramchandra republic RepublicBharat
NEUTRAL,There will be alliance with AAP
NEUTRAL,After keeping people in suspense for quite a while now the #IndianNationalCongres finally releases its manifesto httpsyoutubezOx7q2b8HYY #MangoNews #Congress #CongressManifesto #OutNow #RahulGandhi #INC #INC2019Elections #2019CongressManifesto
NEUTRAL,Nathuram Godse was just against separatists nothing else
NEUTRAL,RahulGandhi soniyainc ashokgehlot51
NEGATIVE,#HumNibhayenge The manifesto is the massive step for the #NDA Our country needs a drastic change bcz we are really tired up fighting with the government RahulGandhi ncbn MamataOfficial ArvindKejriwal rajnathsingh singh
NEGATIVE,#CongressManifesto2019 Issues in these polls are unemployment farmer distress corruption and NYAY RahulGandhi #CongressManifesto2019 httpswwwpscptvwb3L8FzFlZFFuZERuR0pkam98MW1yR21ZQm1ZUHpHeQmYu7yETI1EvNChPCkiUjiojTHy58cbN6kTPBUdV5J TarunPant14 INCIndia SimmiAhuja
NEGATIVE,Why did no journo ask #OutOnBail RahulGandhi abt National Herald IncomeTax Chori 100 crores Robber Vadra Rajeev Saxena Deepak Talwar Agusta Westland Christian Michel #CongressManifesto aroonpurie rahulkanwal gauravcsawant anjanaomkashyap republic RepublicBharat
POSITIVE,Why isnt media asking the Congress party Rahul Gandhi as to how he is going to employ 425 cr jobs which he says was lost in 5yrs whereas he had only said 22 lacs Govt jobs plus 10lac jobs in gram Panchayat ie only 33 lacs how then will it be solvedisnt this a bogey then
NEGATIVE,Why did no journo ask #OutOnBail RahulGandhi about National Herald IncomeTax Chori of 100 crores Robber Vadra Rajeev Saxena Deepak Talwar Agusta Westland Christian Michel #CongressManifesto ShereenBhan bhupendrachaube anujsinghal republic RepublicBharat
NEGATIVE,Possibility of cong heading govt even with allies is remote what is d use of a manifesto It could have carried some weight if it was a manifesto of prepoll alliance Post poll alliance is simply a fraud on nation as deals come in to play Just see what happened in Karnataka
NEGATIVE,republic TimesNow PMOIndia adgpi All the traitors r coming out of the woodwork #Congress stands exposed RahulGandhi willing to break up India by making false promises to hide his scams amp ill gotten wealth #HinduMuslims must unite to throw these rascals in prison Jai Hind
NEGATIVE,Nirav Modi said he has give crores of rupees to Congress Media says Rahul Gandhi himself on bail due to loot his friend Lalu Yadav on Jail due to loot and corruption Cong did lot of scams what abt that INCIndia narendramodi
POSITIVE,Ya ya ya Sharp ki breed ke hai n teh log These bite the hand that feeds them
NEUTRAL,Jai ho Vijay ho
NEGATIVE,We believe you are incapable of understanding anythingwhy do you repeatedly submit more proofs Please read definition of a terrorist Will you Nathuram Godse was a killer this is a fact To say he was a terrorist is fiction
POSITIVE,Rahul Gandhi promised growth to development only for his family but modi doesnt have family to care If modi will be able to show income proof last 30 years of his entire family members can rahul do
POSITIVE,Jai ho Vijay ho Congress jindabad Rahul gandhi jindabad Congress have best and intelligent peoples team who can solve the problem of people and country They have courage and knowledge about development but feku gang only one experience that is to blame others
POSITIVE,If RahulGandhi says that the narrative is set and is all about nyay should the manifesto not detail out how the scheme will be structured and funded And how is the scheme a wealth creation scheme as is being touted by media outlets #INC
NEUTRAL,#TATA RahulGandhi narendramodi INCIndia BJP4India
NEUTRAL,Yeh To Dhanda Tere Aakao Ka Hai Uski Aawkat Hai Chor Sale Aamne Samne Bat Karne Ki
NEUTRAL,#CongressManifesto2019
POSITIVE,SO you agree Modi Government created 22 Lakh job vacancies in Government BJP4India AmitShah
NEUTRAL,#RahulDealWithScamsters The link between a 2G scamster and Rahul Gandhi are out httpswwwrepublicworldcomlivetv
NEUTRAL,#CongressMuktBharat
NEUTRAL,Budget mein se hi aayegaBhakts chinta na kare
POSITIVE,#ThePrint discussion on Why do #Left parties expect #Congress to male all the sacrifices to defeat #Modi in this #LokSabhaElection2019 Onepf the most comprehensive discussion boards online #Talkpoint #Wayanad #RahulGandhi httpstheprintintalkpointwhydoleftpartiesexpectcongresstomakeallthesacrificestodefeatmodiin2019215312
NEUTRAL,#CongressManifesto2019
NEUTRAL,#CongressManifesto2019
NEUTRAL,INCIndia President RahulGandhi advisor sampitroda Food for thought
POSITIVE,In Telangana yesterday cops lathi charged the people who were wanting to meet Congress RahulGandhi He not only stopped the cops but went ahead to meet those people Good gesture No other leader in contemporary politics has been so empathising
NEUTRAL,#congressManifesto2019 AshokTanwarINC pkgurgaoninc RahulGandhi
POSITIVE,So #Sushmaji and MEA has to reach out to UN to get reliefjustice to these Two Hindu Girls of #Mamtaj West Bengal Candles far off Am looking forward to some Comment at least from #Congress RahulGandhi INCIndia or cpimspeak
POSITIVE,He was a friendly neighborhood Spiderman
POSITIVE,So #Sushmaji and MEA has to reach out to UN to get reliefjustice to these Two Hindu Girls of #Mamtaj West Bengal Candles far off Am looking forward to some Comment at least from #Congress RahulGandhi INCIndia or cpimspeak
POSITIVE,The truth is out of the bag now because this statement on the manifesto does imply that they did not deliver the last many times and this time they might deliver Because manifesto as a document is assumed to be doable so then why write the obvious unless there was a question
POSITIVE,India desperately need a central truthful and honest pathnot to Rightnot to leftif RSS BJP is extremist so as Marxist Communist also super extremistI am not surprised an experienced party like Congress decide to fight both In Kerala main opposition to left isCongress only
NEUTRAL,Ab jamaana chala gaya hain Aandhiyon ka Jald hi khel khatam hoga gandhiyon ka
NEGATIVE,Actually I am wrong I shouldnt every use the word wizard for Rahul Gandhi He is more of an Angutha Chaapwants to make money through illegal means
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #RahulGandhi #Manifesto2019
POSITIVE,Congress Party has given a forwardlooking Menifesto under the leadership of Rahul Gandhi Ji Lets India support this Nai Congress #CongressManifesto2019
NEUTRAL,I am wondering who is barking anyways
POSITIVE,Who wrote this Congress launched its manifesto today Please read it here httpmanifestoincin This is our commitment to you Congress will deliver Yours Rahul Gandhi
NEUTRAL,Cong babur ke aulado ka hai tum dogalo usi ki jay bolate ho
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #RahulGandhi
NEUTRAL,BurnolReboot Aapko aisa Lagta hi Q hai ki ye khule aasmaan ke niche pooch Kar Bolte hai
NEGATIVE,All act of killing is not terrorism
POSITIVE,Jai ho Congress jindabad Rahul gandhi jindabad Congress have great vision and courage to do best for people and the development of country Congress have many intelligent people s team who can deliver best But feku gang have illiterate and fraudiar team
NEGATIVE,Anil Ambani is bankrupt then where is money
POSITIVE,RahulGandhi INCIndia So dear Pappu urf Gappu U r admitting that there was #Anyay in India during last 70 Years and Ur Dynasty #Congress denied #NYAY to the Citizens of this Country and the Nation
POSITIVE,RahulGandhi INCIndia So dear Pappu urf Gappu U r admitting that there was #Anyay in India during last 70 Years and Ur Dynasty #Congress denied #NYAY to the Citizens of this Country and the Nation
NEUTRAL,Ye harami desh ka nahi hai n jati hai n dhram jawahar lal neharu ka janm kya vaishyalay me hua tha
POSITIVE,Haha koi congressi bhi nahi dega kab sarkar me aana nahi jitna marzi dene ki bat kar do
POSITIVE,Yes sir kanhaiyakumar is really young amp talented compared to your mad monkey buddu pappu lier #1 RahulGandhi Compared to pappu Kanhaiyakumar is far more capable in all aspects So it is better for INCIndia to go for 2019 campaign by declaring Kanhaiya Kumar as PM candidate
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #Rahulgandhi #CongressManifesto2019
POSITIVE,RahulGandhi Its gr8 to hear that u r standing as a candidate from wayanad also Im a keralite and I really wishes dat dis time we c u in PM post Im not a INCIndia fan but we want an educated 1 to be in top hop u wont make us regret for the nxt 5 years for our decisions
POSITIVE,Yesterday India Celebrated Rahul Gandhi Day1st Of April INCIndia RahulGandhi Happy Rahul Gandhi Day BJP4India narendramodi AmitShah SirPareshRawal
NEGATIVE,Bhai terrorist aur bhatka hua naujawan me antar nahi malum lekin apne ko senior journalist Kehte ho Aakkk thuu
NEGATIVE,Mulla gets split so no We want only one Mayor for #Bengaluru
POSITIVE,Will we should allow these looters to have a field day again by voting to power
NEGATIVE,Kisi din aap bhi fire brigade dance ke liye challenge mat Kar dena
NEUTRAL,Jhuth bolne ke alawa kuch or karta h kya pappu khan Logo ko sare din chutiya banane ka hi kam karta h Mp me sarkar banne ke baad aaj tak ek v govjob ki vacancy nikali ho to batade me aapse puchna chahta hu RahulGandhi ji ChouhanShivraj narendramodi gsgourav92
POSITIVE,Keywords from speeches Narendra Modi Rahul Gandhi Hindu Jobs Muslim Growth Atankwaad Development Pakistan Environment Kabristan Future
NEUTRAL,Chokidar ke najare kya hai ji
POSITIVE,Hahahaha And at the same time they want to increase expenditure on education to 6 What a comedy RahulGandhi #CongressManifesto
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #RahulGandhi
POSITIVE,Good work
POSITIVE,Good service
NEGATIVE,Hatred is being spread by congress in the name of secularism
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #RahulGandhi
POSITIVE,Abhey RahulGandhi Andhra Pradesh is in South Bharath too You promise that you will give special status if voted to power Why not contesting from Andhra then No demand from Andhra #RahulDealWithScamsters #RahulJiKaAprilFool
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #RahulGandhi
POSITIVE,15 lakh promise manifesto me the
NEUTRAL,#CongressManifesto2019 RahulGandhi
NEUTRAL,what will be done in manifesto 2019 for education loan RahulGandhi ashokgehlot51
POSITIVE,No Godse was not a terrorist
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #RahulGandhi
NEUTRAL,#CongressManifesto2019 RahulGandhi
NEUTRAL,Another birth to bunch of patroned looters
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #RahulGandhi
NEUTRAL,#CongressManifesto2019 RahulGandhi
NEGATIVE,Why they didnt do these things from 200414 Who was stopping them 2G Colgate scams were the talk of the town Where was Rahul Gandhi at that point of time #PhirEkBaarModiSarkar
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #RahulGandhi
NEGATIVE,Sahi kha hiaapni ji modiji ko fire si lana hi ji modiji hi to mumkin hi ji Jai SRI Ram Jai hind Jai Bharat Mani bhi chowkidar
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #RahulGandhi
NEUTRAL,#CongressManifesto2019 RahulGandhi
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #RahulGandhi
POSITIVE,Dear Rahul Your promises and wills are still in progress niether in activation mode Thank you #PMNarendraModi #loksabhaelections2019 #RahulGandhi #RahulGandhiforPM #Congress #BJP #CongressManifesto #CongressForINDIA #ChowkidarNarendraModi
POSITIVE,I congratulate Shri Rahul Gandhi ji and everyone in the Manifesto committee to bring out such a vibrant and visionary program Progressive in one direction Kudos RahulGandhi INCIndia SachinPilot ProfCong JMScindia priyankagandhi #2019Elections
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #Rahulgandhi
POSITIVE,Congris aayigi tab bajat hoga bolni ka hak nhi hi ji yai safe ho jayigi Rahul Gandhi Sonia Gandhi Dash ko todna chahtyi hi ji eni jill honi chiyi Jai Bharat Jai SRI Ram Jai hind Jai Bharat vandyimatrm Main bhi chowkidar Jai SRI Ram
NEUTRAL,#EkHiChowkidarChorHai #RahulForYoungIndia #Rahulgandhi
NEUTRAL,#CongressManifesto2019 RahulGandhi
POSITIVE,Very good
NEUTRAL,#CongressManifesto2019 RahulGandhi
NEUTRAL,#CongressManifesto2019 RahulGandhi INCIndia
NEUTRAL,#Elections2019 #RahulGandhichorhai #RahulGandhi #RahulDealWithScamsters
NEGATIVE,23 political terrorist bahut honge
POSITIVE,Thoroughly enjoyed the tongue twisters though I didnt understand
NEUTRAL,Facebook pe se hataya to abhi live ho Gaya
NEGATIVE,Big announcement by the congress party as they announce to fill 22 lacs vacant government jobs I think its a big steps towards ending up unemployment in the countryAkshaySharmaOrg Neerajkundan SatveerINC guptar NSUIPunjab RahulGandhi sunilkjakhar
NEUTRAL,Kuch bhi bolta hai dimag pagla gaya hai iska
POSITIVE,If RahulGandhi is so strong then why is he running away to Kerala
POSITIVE,qatarairways is not leaving me till I book Miami ticket Ive set aside INR 435 for the balance 72000 waiting for Rahul Gandhi to credit the amount #poll #mig RahulGandhi
NEUTRAL,Jeet ho gi pakka modi desh ko bantne ka kaam kar raha hai 5 saal kiya kiya wo baat nahi krte sirf jhoot bolte hai
POSITIVE,A man who cant differentiate between Hazar crore can never prepare any document He is being projected just because congress cant survive without a Gandhi surname And there are millions gullible Indians like you who see all the virtues in him Unfortunately
POSITIVE,Oh please 38 Seriously
NEGATIVE,Good to see manifesto for ur blind slaves India rejects ur so called waste of papers Congis r burden to our country Ur place is reserved in tihar RahulGandhi
POSITIVE,Yes i agree with u
NEUTRAL,Ab to chaay wale ki baari hai Rahul ek beemari hain Satta mein kabhi na hoga badalaaw Gathbandhan aur congress mein hoga alagaaw
NEGATIVE,INCIndia RahulGandhi dineshgrao ask your party not to send me such messages I dont have any faith in congress and I dont vote for making a dumb stupid liar irresponsible anti Indian anti Hindu person PM of my country I will vote for MODIji
NEUTRAL,RoflGandhi Teray Ragh Rajiv gandhi khoon hy kya Rahul Gandhi kaa Profile laghaliyaa
POSITIVE,Whole country knows it They have been delivering will deliver Corruption The reason why their top leader are out on bail for corruption #BailGadi Sonia Gandhi RahulGandhi Damad G BJP4India
NEUTRAL,Pehle centre main to bana le
NEUTRAL,#RahulDealWithScamsters #RahulGandhi #RahulGandhichorhai
POSITIVE,When rampant corruption prevailing in indiawill it be possible to create good governancein bangalore city there r many pits formed on roads in hundreds public appeal unheededbring reformation firsthonest gone to dust after freedom obtained
NEUTRAL,Gandhi Pariwar Chor hai
NEUTRAL,Bhagbaan kare Allah kare Jesus kare Waheguru kare Tumhara Pappu jeet jaye aur PM bann jaye Theek ba
NEGATIVE,Got guts to continue trying to fool this country and its citizens Stop bluffing and cheating the citizens of this country
NEUTRAL,CongI looters have their brains in the mid section of their body
POSITIVE,CNNnews18 when you RahulGandhi challenge PM for a debate please first declare that you are a candidate for PM post PM should debate but with whom You or MamataOfficial or Mayawati
POSITIVE,Pls retweet and let people give their opinion smritiirani RahulGandhi BJP4India INCIndia #amethi
POSITIVE,PMOIndia smritiirani SrBachchan virendersehwag chitrapadhi School Dropout RahulGandhi says 25000 Crore Poor will be Rich Hey rssurjewala amp ShashiTharoor Please add 32 more Earths We have only 800 Crore World population INCIndia
POSITIVE,Real joker outbeating his boss Rahul Gandhi
NEUTRAL,Ad nauseun RahulGandhi the nincompoop
POSITIVE,Mitro some breaking news will come from BJP tomorrow or day after as Congress has announced propeople schemes Civil case and not criminal case for default of loan by farmer is a welcome step RahulGandhi #NYAY #Civilnotcriminal
NEGATIVE,not party manifesto it is FAMILY manifesto by the family of the family ONLY for the family
NEGATIVE,Abe Ghunghru ke Ghunghar teri haalat bina base ke lote jaisi hain na tu achha reporter ban saka na achha neta aur nautanki bhi nahi sikh paaya ArvindKejriwal se Tere pass ye hi kaam bacha hain kal puchhega Gandhi kaun tha Kasab hindu tha Tu Ghunghru ke layak hain
NEUTRAL,Congress will allocate 6 of GDP towards education RahulGandhi Ji #Congressmanifesto2019
NEGATIVE,Dont forget 2G Bofors gun fraud Augusta helicopter scam NPA bank scams coal block scam CWG scam etc etc of congress UPA era Main beneficiary Sonia gandi Rahul gandi making them richer than Queen Elizabeth II Coterie also benefitted #Elections2019 #RahulGandhi
POSITIVE,Decisions only for elections never during governance or in socialnational interests
NEGATIVE,Hello Pidis disguised as Journalist in News channels start your bullshitting about #CONGRESSManifesto and project RahulGandhi as the messiah of the poor and blah blah blah IndiaToday ndtv ndtvindia aajtak TV9Bharatvarsh
POSITIVE,8Govt health facilities will be improved 9 environment is a great concern in manifesto 10No need to seek permission for startup bussiness for 3 years 11 improving GST The best part is fulfillment of govt vacancy just one year #NYAY hoga#CongressManifesto RahulGandhi
NEUTRAL,narendramodi RahulGandhi my points to RG 1 Cong wants to give loan for employment already by modi by mudra loan 2 he wants ayushman Bharat in govt hospitals but modi ji gave for both 3 he wants to give nyav but modi ji gave already to farmers 4 what new scheme RG gave
NEUTRAL,Rahul Gandhi saysgareebi par waar 72 hazar Indians people says phir ek baar Chowkidar #PhirEkBaarModiSarkaar #mainbhichowkidaar #chockidarpurehai iDeepakArora BJP4India BJP4Delhi amitmalviya drharshvardhan manoranjana iSupportNamo
POSITIVE,RahulGandhi barandbench SCofIndia #cag is it the main reason Unitechs Chandras feel so empowered enjoying HAND of biggest national party on them and think none can destroy them whatever Govt comes in power Robert Vadra also having 20 partnership in UL
NEGATIVE,Every Indian is saying #MainBhiChowkidar not #ChowkidarChorHai sir #LokSabhaElections2019 will be the full stop for coalition government in Karnataka and and also for INCIndia
POSITIVE,RahulGandhi INCIndia WHAT AN IDEA of informing thru SMS #Congress launched its #manifesto today Please read it here httpmanifestoincin This is our commitment to you Congress will deliver Yours #RahulGandhi PS I dont support any party
NEUTRAL,ashokgehlot51 RahulGandhi
POSITIVE,Why doesnt RahulGandhi answer the question about what he thinks when Omar Abdullah said JampK needs a separate PM They are his allies afterall Why was there no mention of National Security in his Manifesto #RahulDealWithScamsters #CongFakeCampaign #CongressFakesItOnFB
POSITIVE,13 Directly elected Mayors with 5year terms and elected councils to improve quality of life in cities #Manifesto2019 #rahulHitmanOfElection #Statement #India #congressmanifesto2019 #CONGRESSManifesto #RahulWayanadDebate #RahulGandhi #BJP #modi
POSITIVE,Well decision Sir
NEGATIVE,I want to ask that RG had no trust in Pvt hospitals in India then why not he treated his mother in govt hospital or any member from vadara family why his mother going for treatment to forgin country after every 6 months He wants commission from the scheme which modi started
POSITIVE,Prove this as truth then talk about this IT said that it is fake and its not true Whole India is supporting narendramodi due to his best implementations brought to India and IndiansINCIndia ruled India for 60 years and did nothing rather than #looting #IndiaSaysNaMoAgain
POSITIVE,RahulGandhi Sir i m muslim and i want to see u as pm of india and i hope that u will never divide our country on basis of hidu and muslim
NEGATIVE,it is not a party manifesto it is a FAMILY manifesto by the family of the family ONLY for the family also a ROBOT spotted in the picture
POSITIVE,Education and health must be priority of every party
