id,label,tweet,tidy_tweet
13382,,#NpsGoBack #Ops #1AprilBlackDay vijaykbandhu NMOPS AmitShah narendramodi yadavakhilesh Mayawati MamataOfficial ncbn NitishKumar RahulGandhi aajtak ravishndtv Aamitabh2,#npsgoback #op aprilblackday vijaykbandhu nmop amitshah narendramodi yadavakhilesh mayawati mamataoffici ncbn nitishkumar rahulgandhi aajtak ravishndtv aamitabh
13383,,#NpsGoBack #Ops #1AprilBlackDay vijaykbandhu NMOPS AmitShah narendramodi yadavakhilesh Mayawati MamataOfficial ncbn NaveenOdisha NitishKumar RahulGandhi aajtak ravishndtv Aamitabh2,#npsgoback #op aprilblackday vijaykbandhu nmop amitshah narendramodi yadavakhilesh mayawati mamataoffici ncbn naveenodisha nitishkumar rahulgandhi aajtak ravishndtv aamitabh
13384,,I am bansidhar odisha,bansidhar odisha
13385,,RahulGandhi INCIndia your slogan Desh Chowkidaar Chor Hai then why not Jija Sala fraud hai You and your money both r on bail and your morale still permits u to contest election,rahulgandhi incindia your slogan desh chowkidaar chor hai then whi not jija sala fraud hai you and your money both bail and your moral still permit contest elect
13386,,72,
13387,,Congress branded Hindus as terrorists and now Rahul Gandhi runs to Hinduminority seat PM Modi narendramodi Opindia News httpswwwopindiacomp166053 via opindiacom,congress brand hindu terrorist and now rahul gandhi run hinduminor seat modi narendramodi opindia new httpswwwopindiacomp via opindiacom
13388,,How old fashioned BJP is Hash tag #PappuDiwas is not for Rahul Gandhi RahulGandhi Am I,how old fashion bjp hash tag #pappudiwa not for rahul gandhi rahulgandhi
13389,,Dont ever behave like a fuedal lord You should learn to be humble Until that CongI will never win,dont ever behav like fuedal lord you should learn humbl until that congi will never win
13390,,Telangana will be witnessing intense campaign for Lok Sabha elections on Monday as Prime Minister narendramodi and Congress president RahulGandhi are set to address poll rallies in the state #NationalNewsUpdates,telangana will wit intens campaign for lok sabha elect monday prime minist narendramodi and congress presid rahulgandhi are set address poll ralli the state #nationalnewsupd
13391,,First of all tell me where did you keep Rs 451 crore Nirav Modi gave you Is it with Chidambaram or Kapil Sibal who tries to white wash all tainted CongIs,first all tell where did you keep crore nirav modi gave you with chidambaram kapil sibal who tri white wash all taint congi
13392,,RahulGandhi priyankagandhi,rahulgandhi priyankagandhi
13393,,JhaSanjay RahulGandhi please give her some job in your house rupa scraped her tongue licking you know whatbesides it will give her something to do for a change,jhasanjay rahulgandhi pleas give her some job your hous rupa scrape her tongu lick you know whatbesid will give her someth for chang
13394,,Tumhare fesla krne se kya hoga,tumhar fesla krne kya hoga
13395,,sanjeev03071981 ATEWA21 RahulGandhi satyakadum Adityakr5 ArvindKejriwal ndtvindia,sanjeev atewa rahulgandhi satyakadum adityakr arvindkejriw ndtvindia
13396,,Bhai ko pehle total GDP bataoBaaki khrche Jija karenge kya,bhai pehl total gdp bataobaaki khrche jija kareng kya
13397,,April fool,april fool
13398,,Should prove credentials of serving people but powers to governmisleadmisuse Never till proven credence,should prove credenti serv peopl but power governmisleadmisus never till proven credenc
13399,,Mayawati yadavakhilesh BJP4India BJP4UP myogiadityanath RahulGandhi,mayawati yadavakhilesh bjp india bjp myogiadityanath rahulgandhi
13400,,Shotgun likes to show how much he cares for RahulGandhi by d way he expresses his warmth of friendship in his embrace,shotgun like show how much care for rahulgandhi way express hi warmth friendship hi embrac
13401,,Prime Minister Narendra Modi on Monday revived his attack on the CongressNCP alliance as well as Congress president Rahul Gandhi at a rally in Wardha in Maharashtra,prime minist narendra modi monday reviv hi attack the congressncp allianc well congress presid rahul gandhi ralli wardha maharashtra
13402,,RahulGandhi 9627930824,rahulgandhi
13403,,sampitroda do something to hire Professional Videographers and Live Streaming Team4 at least RahulGandhi priyankagandhi sherryontopp Rallies Most important to highlight Crowd Sizes Crowd Responses alongwith Speeches See Modi Rallies how they Amplify Crowd Visuals pravchak,sampitroda someth hire profession videograph and live stream team least rahulgandhi priyankagandhi sherryontopp ralli most import highlight crowd size crowd respons alongwith speech see modi ralli how they amplifi crowd visual pravchak
13404,,He is searching for safe seat thats all what he want he cant compete Nitin ji Modiji amit shah he know his defeat at that case,search for safe seat that all what want cant compet nitin modiji amit shah know hi defeat that case
13405,,I too become a thinker when I have enough pegs inside me,too becom thinker when have enough peg insid
13406,,Add 72000 also,add also
13407,,RahulGandhi #PappuDiwas,rahulgandhi #pappudiwa
13408,,ShashiTharoor can never match this Voters in Kerala are 100 literates of all political languages They not only teach memorable lessons to the candidates but create history too Voters in Wayanad must note this while looking at RahulGandhi of Amethi httpswwwthenewsminutecomarticlebjpskummanamdonatedhissalarygovernororphanageshasrs513cashhand99188,shashitharoor can never match thi voter kerala are liter all polit languag they not onli teach memor lesson the candid but creat histori too voter wayanad must note thi while look rahulgandhi amethi httpswwwthenewsminutecomarticlebjpskummanamdonatedhissalarygovernororphanageshasr cashhand
13409,,#NpsGoBack #Ops #1AprilBlackDay vijaykbandhu NMOPS AmitShah narendramodi yadavakhilesh Mayawati MamataOfficial ncbn NaveenOdisha NitishKumar RahulGandhi aajtak ravishndtv Aamitabh2,#npsgoback #op aprilblackday vijaykbandhu nmop amitshah narendramodi yadavakhilesh mayawati mamataoffici ncbn naveenodisha nitishkumar rahulgandhi aajtak ravishndtv aamitabh
13410,,PChidambaramIN Looks like no body like your secret policy You wanted ASAT to be kept secrethere Rahul is getting the National Security strategy from a retd GeneralWhat will he do with it Discuss it in Congress amp than implementOops the First family scion he can do anything,pchidambaramin look like bodi like your secret polici you want asat kept secrether rahul get the nation secur strategi from retd generalwhat will with discuss congress amp than implementoop the first famili scion can anyth
13411,,What is the use of focusing Cameras only to Stage Its most important to show Crowd n Crowd Response during Speeches Please Hire some Professionals for Videography j Livecasting RahulGandhi priyankagandhi sherryontopp Rallies Pawankhera priyankac19 pravchak rssurjewala,what the use focus camera onli stage it most import show crowd crowd respons dure speech pleas hire some profession for videographi livecast rahulgandhi priyankagandhi sherryontopp ralli pawankhera priyankac pravchak rssurjewala
13412,,awake1975 Mr Kanwal ji please do not use words like Nationalism ideology I gave a prefix Fraud to kanhaiyakumar Its very simple to see why I did His speeches Like wise no relevance in RahulGandhis case too Selfish n corrupt In fact both enemies of State BJPLive,awak kanwal pleas not use word like nation ideolog gave prefix fraud kanhaiyakumar it veri simpl see whi did hi speech like wise relev rahulgandhi case too selfish corrupt fact both enemi state bjplive
13413,,And I am a billionarie,and billionari
13414,,INCIndia RahulGandhi HAL yoy increase,incindia rahulgandhi hal yoy increas
13415,,My grandson is in the 9th standard I have told him not to worry about his career prospects any more because once Pappu becomes the PM of India he will get his appointment order the moment he turns 18,grandson the standard have told him not worri about hi career prospect ani more becaus onc pappu becom the india will get hi appoint order the moment turn
13416,,Sir in good humour if you talk so much about Peter and Paul they will get up from their grave ShatruganSinha sonakshisinha RahulGandhi priyankagandhi sir you made my day May Allah bless you and family,sir good humour you talk much about peter and paul they will get from their grave shatrugansinha sonakshisinha rahulgandhi priyankagandhi sir you made day may allah bless you and famili
13417,,Jhaexpress C Ka c hi Raha tum Tumlogo Ka big Indian dream is only about garibi and all kanahiya shakes is his dick So zip your mouth and think logically samirvarier niku1630 prabirchak RahulGandhi,jhaexpress raha tum tumlogo big indian dream onli about garibi and all kanahiya shake hi dick zip your mouth and think logic samirvari niku prabirchak rahulgandhi
13418,,RahulGandhi Sir Namaskar your decision is well you contest from Amethi amp wayanadI hope you succesed your path,rahulgandhi sir namaskar your decis well you contest from amethi amp wayanadi hope you succes your path
13419,,Sab Bhakti ko samarpit,sab bhakti samarpit
13420,,Dhobi kaa kutta naa ghar kaa naa ghaat kaa,dhobi kaa kutta naa ghar kaa naa ghaat kaa
13421,,Mr Short Gun you are hilarious But overall a Man with lot of guts to speak the truth Jai hind Jai Bharat sonakshisinha RahulGandhi priyankagandhi,short gun you are hilari but overal man with lot gut speak the truth jai hind jai bharat sonakshisinha rahulgandhi priyankagandhi
13422,,Hello sir Any scheme for #Assam,hello sir ani scheme for #assam
13423,,Dear RahulGandhi ji If your heart melts when you see this poor who love you so so much will you use this pic as your DP and make all cycle walas proud of them can you show them how much you care vidyarthee divyaspandana Make poor feel loved and proud pls priyankagandhi,dear rahulgandhi your heart melt when you see thi poor who love you much will you use thi pic your and make all cycl wala proud them can you show them how much you care vidyarthe divyaspandana make poor feel love and proud pl priyankagandhi
13424,,If Congressin the main sticks to its secularonly mini economic programme for all socioeconomic sections of societyminus crony capitalismjobless to Corporates in common National Interestis bound to carry along regional parties serving its people The rest is drama,congressin the main stick it secularonli mini econom programm for all socioeconom section societyminu croni capitalismjobless corpor common nation interesti bound carri along region parti serv it peopl the rest drama
13425,,Smruti Irani hatrik kareli haar ki,smruti irani hatrik kare haar
13426,,Rubbish U think a retired General can give suggestion visa vis a active NSANational security can not be dis a party Issue It is the prerogative of PM of the day PM of India is not a person You have been abusing him but everytime you do U insult people of Indianarendramodi,rubbish think retir gener can give suggest visa vi activ nsanat secur can not di parti issu the prerog the day india not person you have been abus him but everytim you insult peopl indianarendramodi
13427,,RAGA will run out of border,raga will run out border
13428,,While celebrating #utkaldivas u must know that 3 lakhs of brothers and sisters from #WestOdisha are on distress migration outside Odisha amp not be able to vote once again Need to know your political commitments to them NaveenOdisha narendramodi RahulGandhi,while celebr #utkaldiva must know that lakh brother and sister from #westodisha are distress migrat outsid odisha amp not abl vote onc again need know your polit commit them naveenodisha narendramodi rahulgandhi
13429,,RahulGandhi priyankagandhi sherryontopp Sona Banane ke Enthazar Me RaOwl Sey Naraz Bhaita Ek Allu,rahulgandhi priyankagandhi sherryontopp sona banan enthazar raowl sey naraz bhaita allu
13430,,PiyushGoyal Is this DigitalIndia you made in 5 years I cant cancel my ticket and trying from last 4 hours narendramodi rsprasad RahulGandhi beastoftraal HoeZaay varungrover #AbkiBaarPhirModiSarkar #EkHiChowkidarChorHai #RishabhPant #IPL2019 #IPLFixed #Amethi,piyushgoy thi digitalindia you made year cant cancel ticket and tri from last hour narendramodi rsprasad rahulgandhi beastoftra hoezaay varungrov #abkibaarphirmodisarkar #ekhichowkidarchorhai #rishabhp #ipl #iplfix #amethi
13431,,RahulGandhi what about GOLD making machine,rahulgandhi what about gold make machin
13432,,His nation is Muslim Umma not Hindu India Hence every Minya Xia want to destroy this Hindu nation their ultimate aim,hi nation muslim umma not hindu india henc everi minya xia want destroy thi hindu nation their ultim aim
13433,,Today there are 22 Lakh job vacancies in Government We will have these vacancies filled by 31st March 2020 Devolution of funds from the Center to each State Govt for healthcare education etc will be linked to these vacant positions being filled RahulGandhi,today there are lakh job vacanc govern will have these vacanc fill march devolut fund from the center each state govt for healthcar educ etc will link these vacant posit be fill rahulgandhi
13434,,Do u support the statement of mehbooba that if we remove #art370 will loose kashmir Is it that simple If she can say this why we cannot demand that those who want to stay in kasmir must accept indian constitution and if Not why stay therejust leave PayalRohatgi,support the statement mehbooba that remov #art will loos kashmir that simpl she can say thi whi cannot demand that those who want stay kasmir must accept indian constitut and not whi stay therejust leav payalrohatgi
13435,,Chal kauwe humesha jhoo,chal kauw humesha jhoo
13436,,#pappu RahulGandhi #PappuDiwas par aapka dost ki bhada jhatka,#pappu rahulgandhi #pappudiwa par aapka dost bhada jhatka
13437,,KahwJk Tera RahulGandhi Pappu hai #PappuDiwas,kahwjk tera rahulgandhi pappu hai #pappudiwa
13438,,RahulGandhi SoniaGandhiFC jo senior citizen widow and handicapped job nahi kar pate unka kya hoga rahul ji unke baare me bhi kuch soche,rahulgandhi soniagandhifc senior citizen widow and handicap job nahi kar pate unka kya hoga rahul unk baar bhi kuch soch
13439,,aapko bhi congress me jana hai lagta hai,aapko bhi congress jana hai lagta hai
13440,,Time for an old joke Why RahulGandhi is still single Because people during elections are telling #SoniyaGandhi Ko bahumat do #lamejoke #LokSabhaElections2019,time for old joke whi rahulgandhi still singl becaus peopl dure elect are tell #soniyagandhi bahumat #lamejok #loksabhaelect
13441,,awake1975 U shud publicly thank Lone Crusader for enlightening u U shud know that RahulGandhi is blatantly lying on Rafale since he has no weapon to fight Modi N is guilty of wasting ten yrs n still not ordered Fighter jets Ask why So dont copy him ShefVaidya,awak shud publicli thank lone crusad for enlighten shud know that rahulgandhi blatantli lie rafal sinc ha weapon fight modi guilti wast ten yr still not order fighter jet ask whi dont copi him shefvaidya
13442,,Ye Pappu to na ghar ka rha na ghat ka Arere ab kya hoga iska,pappu ghar rha ghat arer kya hoga iska
13443,,This must investigated and the findings exposed as congress has been a party stopping at nothing to remain in power and having a grip on the people to manipulate politics of the country,thi must investig and the find expos congress ha been parti stop noth remain power and have grip the peopl manipul polit the countri
13444,,httpswwwfacebookcom100011340601837posts1014895682231776sfnsnmo PiyushGoyal PiyushGoyalOffc swachhbharat RailMinIndia ANI abpnewstv ndtv RahulGandhi wow what a clean Bharat and swach Bharat only on paper but u can see the reality sir start doing work on ground please we have seen the nembu Pani video of Kurla,httpswwwfacebookcom post sfnsnmo piyushgoy piyushgoyaloffc swachhbharat railminindia ani abpnewstv ndtv rahulgandhi wow what clean bharat and swach bharat onli paper but can see the realiti sir start do work ground pleas have seen the nembu pani video kurla
13445,,LIVE CP RahulGandhi ji addresses public meeting in Zaheerabad Telangana #TelanganaProgressWithCongress,live rahulgandhi address public meet zaheerabad telangana #telanganaprogresswithcongress
13446,,LIVE CP RahulGandhi addresses public meeting in Zaheerabad Telangana #TelanganaProgressWithCongress,live rahulgandhi address public meet zaheerabad telangana #telanganaprogresswithcongress
13447,,#RahulGandhi on a whistlestop door to door visit in Wayanad,#rahulgandhi whistlestop door door visit wayanad
13448,,Shut up ya Kunal,shut kunal
13449,,We have a Demand from our Congress Party Rajasthan INCRajasthan to Cancel the Suspension of Dr Chandra Shekhar Baid csbaid the Former MLA from Taranagar immediately RahulGandhi ashokgehlot51 lokeshsharma SachinPilot 1stIndiaNews News18Rajasthan zeerajasthan,have demand from our congress parti rajasthan incrajasthan cancel the suspens chandra shekhar baid csbaid the former mla from taranagar immedi rahulgandhi ashokgehlot lokeshsharma sachinpilot stindianew new rajasthan zeerajasthan
13450,,There is no wonder Culture difference between Amethi and Wayanad will be real opponent of RahulGandhi If he supports beef in Wayanad he will be punished in north If he goes to temple in Wayanad he will be considered as sanghparivar in Wayanad What a comedy,there wonder cultur differ between amethi and wayanad will real oppon rahulgandhi support beef wayanad will punish north goe templ wayanad will consid sanghparivar wayanad what comedi
13451,,#Columbus searched America in quest of India but #RahulGandhi discovered #Wayanad in moment of rare sanity,#columbu search america quest india but #rahulgandhi discov #wayanad moment rare saniti
13452,,Kacra Pate me kacra dlo,kacra pate kacra dlo
13453,,Modiji is a coward,modiji coward
13454,,When will Congress stop telling lies As Gareebi Hatao Reservation in private sector and now Job,when will congress stop tell lie gareebi hatao reserv privat sector and now job
13455,,Ha Ha Ha Thanks to Patelji Netaji lalbahadur Shastri that we r alive n taking else we wud hav got subjugated else where Look at plight of Kashmir pandits bro Jai Ho n jai Hind,thank patelji netaji lalbahadur shastri that aliv take els wud hav got subjug els where look plight kashmir pandit bro jai jai hind
13456,,Did INC have an alliance with Left in Kerala,did inc have allianc with left kerala
13457,,So taklu A Shah is agreeing that Mr Modi was not sure of winning in Varanasi hence choose Varodhara from his home state to fight election in 2014 So taklu Shah is agreeing his boss was a COWARD shit scared that he could loose from Varanasi Wah wah,taklu shah agre that modi wa not sure win varanasi henc choos varodhara from hi home state fight elect taklu shah agre hi boss wa coward shit scare that could loos from varanasi wah wah
13458,,How do you know there are 22 lakh job vacancies Good way to fool people on April fools day,how you know there are lakh job vacanc good way fool peopl april fool day
13459,,Aadimanav distributing thinking certificate,aadimanav distribut think certif
13460,,RahulGandhi April Full DaY ki badhai,rahulgandhi april full day badhai
13461,,Thinking72000crores to each and 25000crore people out of poverty Great thinking with proof,think crore each and crore peopl out poverti great think with proof
13462,,Congress President RahulGandhi will be addressing three public meetings in Telangana today Watch him live on our social media channels FB httpswwwfacebookcomIndianNationalCongress YT httpswwwyoutubecomuserindiacongress,congress presid rahulgandhi will address three public meet telangana today watch him live our social media channel httpswwwfacebookcomindiannationalcongress httpswwwyoutubecomuserindiacongress
13463,,Wayanand is place where maximum no of isisi recruitedwhere cow was cut in square for beef eating celebration most secured seat for congress president rahul gandhi #SecularistDemocrayOfCongress,wayanand place where maximum isisi recruitedwher cow wa cut squar for beef eat celebr most secur seat for congress presid rahul gandhi #secularistdemocrayofcongress
13464,,And Ache Din,and ach din
13465,,OMG Another joke from RahulGandhi ji God only save the country from this people trspartyonline,omg anoth joke from rahulgandhi god onli save the countri from thi peopl trspartyonlin
13466,,A biggest fool most unfortunately India has produced in venture with Italy,biggest fool most unfortun india ha produc ventur with itali
13467,,CM tears are fake as he has already decided to surrender a win to congress for RahulGandhi,tear are fake ha alreadi decid surrend win congress for rahulgandhi
13468,,Christian missonaries in general and Sam pitroda in particular is his family god father He is being advised by these organizations to gain power by hook or crook this time otherwise they will be behind bars for all the sin created by this family and the organization,christian missonari gener and sam pitroda particular hi famili god father be advis these organ gain power hook crook thi time otherwis they will behind bar for all the sin creat thi famili and the organ
13469,,Bhaga re bhaga bhagora RahulGandhi bhaga Its going to be Way Not go back not to Amethi India but Italy,bhaga bhaga bhagora rahulgandhi bhaga it go way not back not amethi india but itali
13470,,Creativity level,creativ level
13471,,I wish ke Aisa hi ho,wish aisa
13472,,Kya achievement hai nakli gandhi ke laal kiaur aap jaisa pada likha bi natmastak ho gaye Nakli Gandhi ke peeche Kitna kam aankte ho khud koJai Hind,kya achiev hai nakli gandhi laal kiaur aap jaisa pada likha natmastak gay nakli gandhi peech kitna kam aankt khud kojai hind
13473,,Sudhar jaye mahoday aap abhi pahle mp ke kisano ka karzaa maaf kare phir jija ko bachaye tab ja ke nuakari dijiyega Chal jhoote,sudhar jay mahoday aap abhi pahl kisano karzaa maaf kare phir jija bachay tab nuakari dijiyega chal jhoot
13474,,72,
13475,,Yes agree with you I appreciate the decision of Rahul Gandhi Ji for going alone this time in the long fun it will be beneficial for the party these regional parties will also loose their importance very soon on national perspective,ye agre with you appreci the decis rahul gandhi for go alon thi time the long fun will benefici for the parti these region parti will also loos their import veri soon nation perspect
13476,,INCIndia is not Fighting BJP Both are in a secrete arrangement where both will help each other RahulGandhi will see how u will win Both BJP N CONG will be routed,incindia not fight bjp both are secret arrang where both will help each other rahulgandhi will see how will win both bjp cong will rout
13477,,#PappuDiwas Rahul Gandhi looks smart thinks smart but best good heart a p navin INCIndia BJP4India ndtv,#pappudiwa rahul gandhi look smart think smart but best good heart navin incindia bjp india ndtv
13478,,Saying is simple earnings for the proportionate is impossible for the youth employment source in India 21st century we dont want any Indian to earn below Rs 12000 month Rahul Gandhi httpwwwecotiin6uvO9Z via economictimes,say simpl earn for the proportion imposs for the youth employ sourc india centuri dont want ani indian earn below month rahul gandhi httpwwwecotiin uvo via economictim
13479,,Congrats RahulGandhi ji You topped again #PappuDiwas is trending Happy #AprilFoolsDay,congrat rahulgandhi you top again #pappudiwa trend happi #aprilfoolsday
13480,,Respect Sir The leadership of the Congress party should be aware that the local candidate should be Banaskantha Lok Sabha so it is possible for the local candidate to win the seat RahulGandhi AmitChavdaINC ahmedpatel SATAVRAJEEV pareshdhanani ashokgehlot51,respect sir the leadership the congress parti should awar that the local candid should banaskantha lok sabha possibl for the local candid win the seat rahulgandhi amitchavdainc ahmedpatel satavrajeev pareshdhanani ashokgehlot
13481,,Out on bail Pappu RahulGandhi amp INCIndia helped Vijay Mallya run away Chor Ulta Chowkidar ko Dante #RahulGandhiFattuHai,out bail pappu rahulgandhi amp incindia help vijay mallya run away chor ulta chowkidar dant #rahulgandhifattuhai
13482,,Kirti Ghulam Hansi aai,kirti ghulam hansi aai
13483,,This fellow is making April fool to all Indian and hindus in particular Most of the job will be given by him and his mother to Christan and Muslim and for Hindu only if they pay heavy commission,thi fellow make april fool all indian and hindu particular most the job will given him and hi mother christan and muslim and for hindu onli they pay heavi commiss
13484,,Rahul is thinker only how to develop islam and loot India amt and develop in foreign country has her mother did,rahul thinker onli how develop islam and loot india amt and develop foreign countri ha her mother did
13485,,Isro established in 1968 ASAT credits to Nehru Vah Nehru scientist aur PM chayvala Maun Mohan economist Sushil Shinde discovery expert hindu terror Priyanka Indira xerox Soniya Durga ki bahu Rahul Gandhi brahmin Shashi Tharoor women empowerment Chidu safed lungi,isro establish asat credit nehru vah nehru scientist aur chayvala maun mohan economist sushil shind discoveri expert hindu terror priyanka indira xerox soniya durga bahu rahul gandhi brahmin shashi tharoor women empower chidu safe lungi
13486,,Its first April today,it first april today
13487,,Welcome,welcom
13488,,Sab juth,sab juth
13489,,Rahul Gandhi ki vi sisab kr dete sir Namo again,rahul gandhi sisab dete sir namo again
13490,,Jutthe,jutth
13491,,What happens when you lose your mental balance Anil Ambani got 30000 crores from narendramodi 350000 cr bank loans of rich businessmen written off by Modiji Will provide Rs 72000 rupees per annum to poor families We will fill up 22 lakh govt job vacancies RahulGandhi,what happen when you lose your mental balanc anil ambani got crore from narendramodi bank loan rich businessmen written off modiji will provid rupe per annum poor famili will fill lakh govt job vacanc rahulgandhi
13492,,My friend wrote 72k and I understood,friend wrote and understood
13493,,Rahul Gandhi is afraid that his lies will not allow him to win in Amethi,rahul gandhi afraid that hi lie will not allow him win amethi
13494,,Sir aaj pappu diwas hai rahul gandhi ko badhai de do,sir aaj pappu diwa hai rahul gandhi badhai
13495,,IdiotIndias chowkidar is a vegetarian D more u follow Rahul Gandhid more dumber u get,idiotindia chowkidar vegetarian more follow rahul gandhid more dumber get
13496,,Rahul Gandhi great grandson of Mahatma Gandhi amp Kasturabha M Gandhi gives party tickets for free soon he will give away Amethi to Smriti Irani for free after trying to develop it as a model Indian civilisational village of the British what a sacrifice #PappuDiwas #AprilFools,rahul gandhi great grandson mahatma gandhi amp kasturabha gandhi give parti ticket for free soon will give away amethi smriti irani for free after tri develop model indian civilis villag the british what sacrific #pappudiwa #aprilfool
13497,,Sir kahi 1st April fool to nahi bana rahe ho aaj to pappu diwas hai,sir kahi april fool nahi bana rahe aaj pappu diwa hai
13498,,RahulGandhi only decision I agree with,rahulgandhi onli decis agre with
13499,,April fool,april fool
13500,,RahulGandhi wish u happy pappu day,rahulgandhi wish happi pappu day
13501,,And she still says theres no progress in Amethi What was she doing in those 50 trips,and she still say there progress amethi what wa she do those trip
13502,,You know youre a genius level #panoti amp completely useless when even RahulGandhi refuses to tie up with you #congdumpsaap #aapcongresschor #aapgone #kejrukebawaal,you know your geniu level #panoti amp complet useless when even rahulgandhi refus tie with you #congdumpsaap #aapcongresschor #aapgon #kejrukebawa
13503,,Instead Vayanad Rahul Gandhi needs to file his second nomination from Nanded the constituency from where nearing Andhra Pradesh KarnatakaTelangana state will have positive impact of his nomination May switch voters of MHAPKarnatkaamp Telangana towards Congress,instead vayanad rahul gandhi need file hi second nomin from nand the constitu from where near andhra pradesh karnatakatelangana state will have posit impact hi nomin may switch voter mhapkarnatkaamp telangana toward congress
13504,,Aaj fool day hkahi hmlogo ko fool hi banaya ja rha h kyajust disgusting,aaj fool day hkahi hmlogo fool banaya rha kyajust disgust
13505,,Superb should also,superb should also
13506,,As per PChidambaramIN Mrs Indira Gandhi was foolish and unwise and wrong also to disclose Indias strategic nuclear capability to the world on May 18 1974 and everyone in INCIndia knows RahulGandhi priyankagandhi rssurjewala priyankac19 ShashiTharoor sagarikaghose,per pchidambaramin mr indira gandhi wa foolish and unwis and wrong also disclos india strateg nuclear capabl the world may and everyon incindia know rahulgandhi priyankagandhi rssurjewala priyankac shashitharoor sagarikaghos
13507,,Just put 72 we will understand RahulGandhi a hypothetical charsi,just put will understand rahulgandhi hypothet charsi
13508,,This is one of the many #scams under RahulGandhi s nose during #UPA rule,thi one the mani #scam under rahulgandhi nose dure #upa rule
13509,,Which south are you talking about Def Min is from the south Alphanso is also Southee Anantkumar Hegde is Southee Divya Spandana is Southee,which south are you talk about def min from the south alphanso also southe anantkumar hegd southe divya spandana southe
13510,,it will never happen It will be an suicide attempt RahulGandhi,will never happen will suicid attempt rahulgandhi
13511,,##MondayMotivation America has power Japan has power but in a connected world it is problematic for two reasons 1 Every one is connected 2 Your power is my power Cant believe Rahul Gandhi is A PM candidate in coming elections Unbelievable #AprilFoolsDay #PappuDiwas,##mondaymotiv america ha power japan ha power but connect world problemat for two reason everi one connect your power power cant believ rahul gandhi candid come elect unbeliev #aprilfoolsday #pappudiwa
13512,,Yes yes yes I was waiting for this,ye ye ye wa wait for thi
13513,,CPIM is dying political party SitaramYechury if RahulGandhi wins WaynaadCM PinariVijayan will pay the price for Sabrimala crackdown now,cpim die polit parti sitaramyechuri rahulgandhi win waynaadcm pinarivijayan will pay the price for sabrimala crackdown now
13514,,This will be interesting,thi will interest
13515,,Since it doesnt make sense so one can conclude he finds it safest seat,sinc doesnt make sens one can conclud find safest seat
13516,,After #Elections2019 RahulGandhi s situation bindugowda12 divyaspandana,after #elect rahulgandhi situat bindugowda divyaspandana
13517,,Rahul Gandhi promises to spend 6 of GDP on education Addressing an election rally Congress President Rahul Gandhi said that if elected his government will spend 6 of Gross Domestic Product GDP on education 6 of IndiasRead more at httpswwweldrokcomrahulgandhipromises,rahul gandhi promis spend gdp educ address elect ralli congress presid rahul gandhi said that elect hi govern will spend gross domest product gdp educ indiasread more httpswwweldrokcomrahulgandhipromis
13518,,Congress President RahulGandhi will be addressing three public meetings in Telangana today Watch him live on our social media channels FB httpswwwfacebookcomIndianNationalCongress YT httpswwwyoutubecomuserindiacongress,congress presid rahulgandhi will address three public meet telangana today watch him live our social media channel httpswwwfacebookcomindiannationalcongress httpswwwyoutubecomuserindiacongress
13519,,Bigest aprail fool words of todays,bigest aprail fool word today
13520,,Welcome,welcom
13521,,I replied to you thinking you to be a sensible fellow who can think for himself I guess I was wrong You neither have the knowledge nor the info and you have zero capabilities to analyse facts Bye,repli you think you sensibl fellow who can think for himself guess wa wrong you neither have the knowledg nor the info and you have zero capabl analys fact bye
13522,,April fools joke Neha,april fool joke neha
13523,,NHAISocialmedia NitinGadkariin narendramodi SachinPilot RahulGandhi which choron ka sardar is siphoning Petrol amp Diesel cess amp not maintaining National Highways that have become death traps rashtrapatibhvn RanjanGogoiCJI rssurjewala IndiaToday,nhaisocialmedia nitingadkariin narendramodi sachinpilot rahulgandhi which choron sardar siphon petrol amp diesel cess amp not maintain nation highway that have becom death trap rashtrapatibhvn ranjangogoicji rssurjewala indiatoday
13524,,Happy international RahulGandhi day #AprilFoolDay #AprilFools,happi intern rahulgandhi day #aprilfoolday #aprilfool
13525,,Rahul Gandhi This morning I woke up at night Happy #RahulGandhiDay #PappuDiwas,rahul gandhi thi morn woke night happi #rahulgandhiday #pappudiwa
13526,,All know that it would be a tall order for low caliber,all know that would tall order for low calib
13527,,I told you Mamdis guy is from AISAadvising rahul Gandhientire campaign of Rahul Gandhi is being dominated and guided by communistsfor the last 2 yearsd reason I hate dis partycoz commies r curse to dis country,told you mamdi guy from aisaadvis rahul gandhientir campaign rahul gandhi be domin and guid communistsfor the last yearsd reason hate di partycoz commi curs di countri
13528,,He and his sister have started wearing Cross around their necks,and hi sister have start wear cross around their neck
13529,,Very important,veri import
13530,,Is it April Fool news I am sure it is,april fool news sure
13531,,Tb Rahul Gandhi ko bulana chaiye aalu khayega Sona nikalega vo 1 gram bhi barbad nhi hone deta,rahul gandhi bulana chaiy aalu khayega sona nikalega gram bhi barbad nhi hone deta
